房山,万年广阳郡九号,50000,830,1300,1
房山,天资华府,38000,420,1000,1
房山,韩建·观山源墅,40000,1200,1500,1
房山,水墨林溪,22400,171,220,0
房山,中粮京西祥云,58000,855,891,1
房山,水岸壹号,43000,560,720,1
房山,天恒摩墅,23000,320,530,1
房山,京西悦府,33000,396,430,1
房山,首创伊林郡,36500,290,380,1
房山,长海御墅,23000,420,1086,0
房山,FCC中央城,30000,140,140,0
房山,旭辉城,28500,219,330,1
房山,金樾和著,34000,300,450,1
房山,京西悦府,50000,800,800,1
房山,金地·大湖风华,33000,265,295,1
房山,龙湖熙湖悦著,37000,280,700,1
房山,北京华发中央公园,41000,340,600,1
房山,金地·大湖风华,33000,680,680,1
房山,中国铁建澜廷墅,32000,300,300,1
房山,中骏云景台,28000,215,275,1
房山,中国铁建澜廷墅,28000,616,750,1
房山,中海寰宇视界,58000,300,800,1
房山,首开熙悦观湖,36000,750,750,0
房山,长海御墅,15000,110,200,0
房山,中建·京西印玥,43000,320,490,0
房山,金地璟宸,41000,410,660,1
房山,天资陸号院,39000,208,570,1
房山,北京半岛,45000,1300,1800,0
房山,长阳光和作用,37000,320,439,1
